,Part Number,Supplier Name,Description,Quantity,Price,Total Cost,Margin %,Months No Sale
80920,A9610252,triumph,"clutch badge, ribbed, bru",1,94.99,61.1,35.67743973049795,23
80921,A9610253,triumph,"clutch badge, ribbed, drk",2,94.99,122.2,35.67743973049795,12
80924,A9610257,triumph,"badge, clutch, dark",2,80.99,104.0,35.79454253611557,12
80925,A9610259,triumph,"alt badge, ribbed, chrome",2,70.99,91.0,35.90646569939428,72
80927,A9610261,triumph,"alt badge, ribbed, dark",1,70.99,45.5,35.90646569939428,12
80928,A9610263,triumph,"alt badge, chrome",1,50.99,33.14,35.006864090998235,12
80929,A9610264,triumph,"alt badge, brushed",2,55.99,71.5,36.149312377210215,28
80930,A9610265,triumph,"alt badge, dark",2,55.99,71.5,36.149312377210215,12
80942,A9610512,triumph,"protector kit, engine covers",3,275.99,536.25,35.233160621761655,14
80946,A9610534,triumph,"throttle body cap, machined, pair",1,45.99,31.5,31.506849315068493,0
80947,A9610560,triumph,"protector kit,",3,285.99,555.75,35.225007867407946,4
80948,A9610765,triumph,"protector kit,",2,285.99,370.5,35.225007867407946,0
80996,A9618128,triumph,cam cvr kit chr,1,90.99,63.0,30.76162215628091,0
80998,A9618132,triumph,cover protectors kit,3,159.99,310.05,35.402212638289896,0
81004,A9618182,triumph,"intake covers, black, kit",1,75.99,48.75,35.84682195025661,63
81015,A9618198,triumph,"oil filler cap, badged",1,46.99,31.85,32.219621195999146,86
81019,A9618229,triumph,"intake covers, black",1,80.99,52.0,35.79454253611557,52
81040,A9620116,triumph,"brake res,front",3,128.99,249.60000000000005,35.498875881851305,21
81042,A9620119,triumph,"brake reserv,fr",2,128.99,166.40000000000003,35.498875881851305,26
81043,A9620120,triumph,"brake reserv,fr",1,128.99,83.20000000000002,35.498875881851305,22
81050,A9628043,triumph,front reservoir kit,1,110.99,77.0,30.624380574826564,25
81051,A9628044,triumph,rr res cnc blk,1,134.99,87.74000000000001,35.00259278465071,21
81056,A9628263,triumph,"brake reservoir, front",2,123.99,159.89999999999998,35.5189934672151,9
81057,A9628264,triumph,"brake reservoir, rear",2,118.99,153.39999999999998,35.54080174804605,28
81069,A9630056,triumph,"mirror,teardrop,drilled rh",1,100.99,69.99,30.696108525596596,59
81087,A9630228,triumph,riser fini pr,1,102.99,66.94999999999999,34.99368870764152,25
81092,A9630251,triumph,hbar high chrome,1,275.99,178.75,35.233160621761655,50
81094,A9630253,triumph,cable kit high bars,1,153.99,99.45000000000002,35.41788427819988,23
81099,A9630381,triumph,riser kit black pinned,1,156.99,101.4,35.40989871966367,24
81100,A9630383,triumph,b/end finish bk,2,31.99,40.3,37.01156611441076,26
81103,A9630437,triumph,bar end finisher pr blk,9,42.99,259.29,32.98441498022795,0
81104,A9630438,triumph,bar end finisher pr clr,2,47.99,61.1,36.34090435507397,0
81113,A9630716,triumph,"mirror,barend,round,kit",3,265.99,516.75,35.24192638821008,0
81114,A9630721,triumph,sports bar end mirror kit,5,245.99,796.25,35.26159599983739,8
81115,A9630809,triumph,handguards kit,3,174.99,339.3,35.36773529915995,1
81116,A9630809,triumph,handguards kit,3,174.99,339.3,35.36773529915995,1
81117,A9630809,triumph,handguards kit,3,174.99,339.3,35.36773529915995,1
81118,A9630822,triumph,heated grip kit,2,310.99,403.0,35.20691983665069,20
81119,A9630826,triumph,"mirror,bar end,",2,295.99,383.5,35.21740599344572,2
81120,A9630900,triumph,heated grip kit,4,335.99,871.0,35.19152355724873,6
81121,A9630900,triumph,heated grip kit,4,335.99,871.0,35.19152355724873,6
81122,A9631556,triumph,heated grip kit,3,445.99,867.75,35.14428574631718,9
81147,A9638031,triumph,oval style mirrors -solid stem,2,143.99,200.2,30.48128342245989,0
81157,A9638053,triumph,rocket 3 roadster heated grip,2,211.99,295.74,30.246709750459928,0
81176,A9638086,triumph,switch mounting kit tiger,3,23.99,45.15,37.26552730304293,0
81181,A9638105,triumph,t100 & bobber heated grip kit,6,410.99,1599.0,35.15657315263145,0
81182,A9638105,triumph,t100 & bobber heated grip kit,6,410.99,1599.0,35.15657315263145,0
81184,A9638110,triumph,heated grip kit,1,385.99,250.25,35.16671416357937,5
81199,A9638134,triumph,oval mirrors chrome,1,235.99,164.5,30.2936565108691,81
81200,A9638135,triumph,heated grip kit,6,395.99,1540.5,35.16250410363898,5
81203,A9638138,triumph,clamp h/bar 22.2 bar kit,1,105.99,68.89999999999999,34.99386734597604,87
81208,A9638153,triumph,"mirrors, pair,",2,265.99,344.5,35.24192638821008,5
81213,A9638170,triumph,heated grip set,1,280.99,196.34,30.12562724652123,0
81218,A9638180,triumph,heated grip kit street triple rs 2017>,3,395.99,770.25,35.16250410363898,4
81219,A9638180,triumph,heated grip kit street triple rs 2017>,3,395.99,770.25,35.16250410363898,4
81220,A9638191,triumph,heated grip kit,1,375.99,243.75,35.17114816883428,4
81226,A9638255,triumph,cruise control kit,2,585.99,760.5,35.10981416065121,72
81227,A9638304,triumph,heated grip kit,1,390.99,253.5,35.16458221437889,18
81228,A9638306,triumph,handguards kit,1,215.99,139.75,35.297930459743505,2
81229,A9638308,triumph,heated grip kit,1,399.99,260.0,34.99837495937398,38
81230,A9638311,triumph,heated grip kit,4,330.99,858.0,35.194416749750744,1
81231,A9638319,triumph,heated grip kit,4,300.99,780.0,35.213794478221864,2
81232,A9638319,triumph,heated grip kit,4,300.99,780.0,35.213794478221864,2
81234,A9638337,triumph,heated grip kit,1,230.99,149.5,35.2785834884627,3
81237,A9640022,triumph,"paddock stand bobbin kit, type 1",4,47.99,122.2,36.34090435507397,0
81242,A9640048,triumph,paddock stand bobbin kit black,4,47.99,122.2,36.34090435507397,0
81248,A9640082,triumph,"bobbin kit, black",7,43.99,195.65000000000003,36.46283246192316,0
81249,A9640083,triumph,paddock stand bobbins red,4,47.99,122.2,36.34090435507397,8
81255,A9640107,triumph,cnc machined fork protectors,4,85.99,221.0,35.74834283056169,10
81263,A9640188,triumph,"protectors, s/arm, kit",2,94.99,122.2,35.67743973049795,0
81264,A9640205,triumph,fork protector kit,3,99.99,207.87,30.703070307030707,2
81268,A9640233,triumph,"swingarm,protector,kit",6,77.99,300.29999999999995,35.82510578279267,13
81269,A9640251,triumph,"tpms kit, row",4,340.99,884.0,35.18871521158978,0
81270,A9640251,triumph,"tpms kit, row",4,340.99,884.0,35.18871521158978,0
81281,A9648036,triumph,adjr rr wheel kit black,2,62.99,80.6,36.021590728687094,87
81284,A9648068,triumph,"finisher,axle",2,128.99,166.40000000000003,35.498875881851305,27
81286,A9648075,triumph,fork protectors,2,94.99,122.2,35.67743973049795,2
81340,A9700318,triumph,"midsize screen thunder 1600, 1700",1,297.99,207.68,30.306386120339607,0
81344,A9700379,triumph,roadster screen kit,1,670.99,435.5,35.09590306860013,9
81346,A9700383,triumph,rider comfort seat,1,330.99,214.5,35.194416749750744,29
81347,A9700384-PG,triumph,short front mudguard,1,315.99,204.75,35.20364568499003,72
81351,A9700421,triumph,"aluminium radiator guard, slv",7,113.99,514.1499999999999,35.564523203789804,2
81352,A9700423,triumph,sumpguard kit silver,6,345.99,1345.5,35.185988034336255,0
81357,A9700441,triumph,rider seat brown quilted,1,330.99,214.5,35.194416749750744,63
81370,A9700617,triumph,"quilted seat, brown",1,580.99,377.0,35.11075922132911,52
81375,A9700640-EZ,triumph,"flyscreen kit,m",1,205.99,133.25,35.312393805524536,3
81376,A9700640-MP,triumph,"flyscreen,kit,silver,ice",1,205.99,133.25,35.312393805524536,13
81377,A9700640-MT,triumph,"flyscreen,kit,matt,silver,ice",2,205.99,266.5,35.312393805524536,25
81378,A9700640-NW,triumph,"flyscreen kit, crystal white",2,205.99,266.5,35.312393805524536,26
81379,A9700640-PM,triumph,"flyscreen,kit,sapphire,blk",1,205.99,133.25,35.312393805524536,14
81380,A9700685,triumph,"bellypan,kit,trident,660",5,220.99,715.0,35.29118964659034,17
81394,A9700885,triumph,dual seat com k,2,260.99,338.0,35.246561170926086,4
81395,A9700886,triumph,"seat, dual, low, kit",3,260.99,507.0,35.246561170926086,2
81396,A9700887-JF,triumph,"bellypan,kit,blue",1,280.99,182.0,35.229011708601725,4
81397,A9700887-LC,triumph,"bellypan,kit,graphite",2,280.99,364.0,35.229011708601725,2
81398,A9700890,triumph,"seat,dual,comfort,kit",2,239.99,311.98,35.00145839409976,14
81441,A9701253,triumph,"bracket, high screen, lh",1,40.99,26.0,36.56989509636497,40
81442,A9701254,triumph,"bracket, high screen, rh",1,39.99,25.35,36.60915228807202,40
81448,A9701422,triumph,flyscreen mount kit,1,71.99,46.14999999999999,35.89387414918739,1
81449,A9701423,triumph,high front mudguard,2,285.99,370.5,35.225007867407946,1
81453,A9701459,triumph,"rid seat,low he",6,310.99,1209.0,35.20691983665069,11
81454,A9701470,triumph,"screenkit,roa",2,635.99,825.5,35.101180836176674,0
81459,A9701538,triumph,"sump,grd,almnm,kit",1,435.99,282.75,35.14759512832863,1
81460,A9701541,triumph,"seat, rider, lo",5,320.99,1040.0,35.20047353500109,11
81461,A9701549,triumph,flyscreen mounting kit,3,85.99,167.67,35.00407024072567,0
81463,A9701646,triumph,"windshield, tou",4,485.99,1261.0,35.13241013189572,2
81612,A9708131,triumph,flyscreen mount kit,1,60.99,42.0,31.13625184456468,50
81634,A9708151,triumph,"screen, short dark tinted",2,225.99,292.5,35.284747112704096,0
81637,A9708159,triumph,longhaul backrest pad -passenger,1,146.99,95.55,34.995577930471455,0
81703,A9708237,triumph,q/r mounting kit,1,95.99,66.5,30.72195020314616,0
81705,A9708238,triumph,q/r screen mounting kit,1,95.99,66.5,30.72195020314616,0
81746,A9708303,triumph,"screen, short, clear",3,225.99,438.75,35.284747112704096,10
81752,A9708340,triumph,"sump plate, kit, clear",1,265.99,172.25,35.24192638821008,0
81753,A9708343-CW,triumph,seat cowl kit diablo red,1,158.99,110.25,30.65601610164161,0
81758,A9708345-PR,triumph,belly pan kit phantom black,2,234.99,327.58000000000004,30.29916166645389,0
81770,A9708364,triumph,radiator guard kit,3,162.99,315.90000000000003,35.39480949751518,72
81772,A9708367,triumph,htd pass seat,1,625.99,406.25,35.10279716928385,28
81773,A9708380,triumph,"sump plate, kit, black",1,240.99,156.0,35.26702352794722,21
81786,A9708392,triumph,sump guard,1,410.99,266.5,35.15657315263145,0
81791,A9708408,triumph,"screen, tall, clear",1,225.99,146.25,35.284747112704096,0
81799,A9708412-PS,triumph,front fairing matt jet bk,2,1639.99,2132.0,34.99960365611985,75
81801,A9708416,triumph,carbon frt mudguard kit,1,545.99,354.25,35.117859301452405,73
81804,A9708438-PG,triumph,short frt mgd kit black,1,315.99,204.75,35.20364568499003,60
81807,A9708487,triumph,frnt mgd ext kit,3,55.99,107.25,36.149312377210215,27
81810,A9708507,triumph,"flyscreen visor, coated, kit",1,78.99,50.7,35.814660083554884,8
81812,A9708510,triumph,"windshield, touring",1,420.99,273.0,35.152853987030575,8
81822,A9708525,triumph,"flyscrn,vis coa",1,180.99,117.0,35.35554450522128,4
81826,A9708586,triumph,flyscreen mounting kit,1,59.99,38.35,36.07267877979663,4
81828,A9708587,triumph,flyscreen mounting kit,1,54.99,35.1,36.17021276595745,42
81834,A9708602,triumph,flyscreen mount,3,56.99,109.20000000000002,36.129145464116505,0
81840,A9708610,triumph,flyscreenmount,1,76.99,49.39999999999999,35.835822834134305,11
81842,A9708875,triumph,screen deflector kit,1,188.99,122.85,34.996560664585424,4
81843,A9708876,triumph,"scrn,deflector,kit,coated",1,225.99,146.25,35.284747112704096,1
81844,A9709602,triumph,radiator guard,1,128.99,83.20000000000002,35.498875881851305,9
81845,A9709610,triumph,radiatorguard,1,128.99,83.20000000000002,35.498875881851305,13
81862,A9720023,triumph,tank pad - carbon fiber,1,55.99,38.48,31.273441686015364,0
81899,A9730019,triumph,chrome side stand,1,85.99,59.49,30.81753692289801,0
81916,A9730176,triumph,fuel cap - billet style,1,50.99,34.99,31.378701706216905,0
81920,A9730308,triumph,single seat rack,1,90.99,63.0,30.76162215628091,0
81928,A9730610,triumph,instrument visor chrome,2,25.99,35.0,32.666410157752985,0
82143,A9750344,triumph,rocket 3 bag rail clamp,1,30.99,20.98,32.30074217489513,0
82150,A9750510,triumph,"thunder 1600,1700 screen",2,152.99,212.66000000000005,30.49872540688934,0
82162,A9750732,triumph,backrest pad,2,220.99,284.76,35.57174532784288,63
82168,A9750803,triumph,passenger backrest kit,1,365.99,237.25,35.17582447607858,9
82170,A9750845,triumph,"luggagerack,c",2,174.99,226.2,35.36773529915995,12
82217,A9758100,triumph,centre stand thruxton,1,214.99,150.14,30.164193683427133,0
82241,A9758170,triumph,s/seat rack blk,2,85.99,118.98,30.81753692289801,0
82248,A9758183,triumph,uprights kit backrest chr,1,295.99,206.5,30.234129531403088,35
82253,A9758290,triumph,grab rail kit black,3,240.99,468.0,35.26702352794722,14
82254,A9758292,triumph,"grab rail kit, black",2,234.99,305.5,34.99723392484786,87
82255,A9758298,triumph,grab rail kit,2,255.99,331.5,35.25137700691433,70
82261,A9758304,triumph,luggage rack kit graphite,2,235.99,329.0,30.2936565108691,87
82265,A9758308,triumph,"t/box mount kit, blk",2,235.99,329.0,30.2936565108691,11
82267,A9758310,triumph,hiway pegs logo chrome,2,98.99,136.5,31.05364178199818,33
82272,A9758329,triumph,black grabrail mount kit,2,255.99,331.5,35.25137700691433,2
82274,A9758332,triumph,uprights kit backrest blk,1,340.99,218.1,36.03918003460512,1
82279,A9758341,triumph,lugg rack kit b,1,275.99,178.75,35.233160621761655,6
82281,A9758345,triumph,grab handles kit,3,225.99,438.75,35.284747112704096,6
82286,A9758366,triumph,topboxmountin,2,185.99,240.50000000000003,35.34598634335179,6
82287,A9758366,triumph,topboxmountin,2,185.99,240.50000000000003,35.34598634335179,6
82288,A9758368,triumph,top box mountin,1,300.99,195.0,35.213794478221864,2
82291,A9759192,triumph,grabrail mount kit,1,255.99,165.75,35.25137700691433,9
82292,A9759193,triumph,uprights kit backrest chr,1,350.99,227.5,35.18333855665403,9
82294,A9759201,triumph,rack kit chrome,3,290.99,565.5,35.22114161998694,9
82298,A9770036,triumph,folding gear pedal,1,95.99,66.5,30.72195020314616,0
82305,A9770115,triumph,forward control kit,1,390.99,253.5,35.16458221437889,13
82310,A9770142,triumph,"front footrest, pair",1,139.99,90.35,35.45967569112079,86
82312,A9770148,triumph,"footrest, rear, pair",1,130.99,85.14000000000001,35.002671959691575,34
82313,A9770154,triumph,"footrest, front, pair",1,139.99,90.35,35.45967569112079,87
82315,A9770179,triumph,forward control mnt kit,1,360.99,234.0,35.178259785589624,14
82316,A9770180,triumph,"base extension, sidestand",1,139.99,90.35,35.45967569112079,5
82319,A9770185,triumph,"centre stand, kit",1,275.99,178.75,35.233160621761655,3
82320,A9770186,triumph,triumph shift assist,2,515.99,669.5,35.12471171921936,2
82323,A9770206,triumph,shft assist kit,2,370.99,481.0,35.1734548101027,14
82324,A9770215,triumph,centre stand kit,3,275.99,536.25,35.233160621761655,2
82327,A9770224,triumph,r3 fit kit easy,1,86.99,55.89999999999999,35.73974020002299,3
82328,A9770224,triumph,r3 fit kit easy,1,86.99,55.89999999999999,35.73974020002299,3
82332,A9770243,triumph,footrest kit,1,234.99,152.75,34.99723392484786,0
82337,A9770300,triumph,centre stand,4,380.99,988.0,35.1689020709205,27
82339,A9770383,triumph,centre stand,1,330.99,214.5,35.194416749750744,10
82341,A9770426,triumph,"fitting kit, ts",6,435.99,1696.5,35.14759512832863,21
82342,A9770427,triumph,shiftassistki,3,460.99,897.0,35.13959088049632,3
82343,A9770427,triumph,shiftassistki,3,460.99,897.0,35.13959088049632,3
82350,A9778019,triumph,centre stand kit - street twin,1,420.99,273.0,35.152853987030575,30
82355,A9778037,triumph,"footrest, rear, finisher kit",1,55.99,35.75,36.149312377210215,0
82360,A9778064,triumph,centrestand kit,2,420.99,546.0,35.152853987030575,14
82362,A9778507,triumph,easy shift,1,450.99,308.64,31.563892769241004,3
82364,A9778525,triumph,cntr stand kit,1,450.99,292.5,35.14268609060068,0
82367,A9780003,triumph,end d/bar center,1,37.99,24.370000000000005,35.8515398789155,0
82372,A9780051,triumph,upper eng bar kit ss,5,364.99,1186.2,35.00095893038166,2
82373,A9780053,triumph,lower engine bar kit ss,1,345.99,224.25,35.185988034336255,0
82375,A9780065,triumph,fueltank protec bars kit,1,315.99,204.75,35.20364568499003,46
82378,A9780106,triumph,"protection,bars,kit,lwr",1,455.99,295.75,35.14112151582272,4
82379,A9780107,triumph,"protection,bars,kit,uppr",1,470.99,305.5,35.13662710460944,3
82380,A9780107,triumph,"protection,bars,kit,uppr",1,470.99,305.5,35.13662710460944,3
82384,A9780119,triumph,"dresser bar kit, s/s",2,360.99,468.0,35.178259785589624,1
82385,A9780123,triumph,"pro bar upper, kit",3,470.99,916.5,35.13662710460944,1
82386,A9780131,triumph,"frame,protector,kit",1,255.99,165.75,35.25137700691433,3
82387,A9780275,triumph,upp eng bars ss,10,400.99,2600.0,35.16047781740193,0
82388,A9780275,triumph,upp eng bars ss,10,400.99,2600.0,35.16047781740193,0
82396,A9788016,triumph,frame protector kit,6,315.99,1228.5,35.20364568499003,25
82408,A9788070,triumph,frame protector kit,3,196.99,382.2000000000001,35.326666328240016,4
82409,A9788073,triumph,"dresser bar kit, chrome",1,315.99,204.75,35.20364568499003,3
82419,A9790069,triumph,knee pad kit,3,95.99,185.25,35.67038233149287,9
82421,A9790094,triumph,"tank pad, rubber",2,46.99,59.8,36.36944030644818,27
82422,A9790095,triumph,"tank pad, rubber",3,45.99,87.75000000000001,36.39921722113503,4
82423,A9790102,triumph,tank pad kit,4,49.99,127.4,36.2872574514903,4
82429,A9790140,triumph,tank pad kit,2,47.99,61.1,36.34090435507397,2
82430,A9790143,triumph,tank pad kit,1,47.99,30.55,36.34090435507397,1
82437,A9798016,triumph,"front latch,tank bag",3,58.99,113.1,36.09086285811154,78
82438,A9798017,triumph,knee pads,4,110.99,308.0,30.624380574826564,0
82439,A9798021,triumph,rubber knee pads,1,102.99,66.3,35.62481794348965,13
82445,A9798039,triumph,tank pad rubber kit,7,42.99,193.34000000000003,35.75250058153058,6
82446,A9798051,triumph,"tank pad, rubber",4,49.99,127.4,36.2872574514903,14
82451,A9800136,triumph,connec fix kit,4,46.99,119.6,36.36944030644818,30
82493,A9810023,triumph,"u-lock, 270mm",1,260.99,169.0,35.246561170926086,85
82494,A9810027,triumph,alarm disc lock 30xbt14,1,240.99,156.0,35.26702352794722,2
82495,A9810030,triumph,chain and lock 69xbt150,1,280.99,182.0,35.229011708601725,13
82496,A9818005,triumph,"mounting kit, u lock",1,43.99,28.590000000000003,35.00795635371675,85
82499,A9820031,triumph,aux power socket kit,1,55.99,35.75,36.149312377210215,35
82506,A9820200,triumph,connectivity module,9,315.99,1842.75,35.20364568499003,0
82514,A9828011,triumph,gps mount,1,55.99,35.75,36.149312377210215,0
82524,A9828041,triumph,"power skt, aux, front",2,55.99,71.5,36.149312377210215,3
82525,A9828041,triumph,"power skt, aux, front",2,55.99,71.5,36.149312377210215,3
82526,A9828051,triumph,connect.fix kit,5,47.99,152.75,36.34090435507397,19
82527,A9828055,triumph,connectivity fix kit,5,31.99,100.75,37.01156611441076,1
82528,A9828058,triumph,usb charger kit,3,36.99,71.19000000000001,35.847526358475264,3
82542,A9830079,triumph,headlight guard kit,2,103.99,133.89999999999998,35.61880950091355,0
82543,A9830080,triumph,led fog light,3,490.99,955.5,35.131061732418175,1
82544,A9830080,triumph,led fog light,3,490.99,955.5,35.131061732418175,1
82551,A9830148,triumph,"guard, headlight",4,126.99,327.6,35.50673281360737,14
82552,A9830200,triumph,led fog light kit type2,4,490.99,1274.0,35.131061732418175,8
82553,A9830207,triumph,led fog lamp kit,3,405.99,789.75,35.158501440922194,4
82554,A9830210,triumph,fog light conversion kit,6,53.99,206.7,36.19188738655306,0
82583,A9838053,triumph,led fog lamp kit,3,455.99,887.25,35.14112151582272,30
82585,A9838068,triumph,"grille, headlight, kit",3,103.99,200.85,35.61880950091355,2
82589,A9838094,triumph,"fog lamps, led",1,485.99,315.25,35.13241013189572,11
82591,A9838200,triumph,"headlight bezel, m/cd, kit",2,166.99,215.8,35.38535241631236,24
82592,A9838240,triumph,hdlight bzl blk,1,75.99,48.75,35.84682195025661,12
82593,A9838243,triumph,headlight bezel machined,4,181.99,470.6,35.35359085664048,68
82595,A9838250,triumph,led foglight kit,1,580.99,377.0,35.11075922132911,25
82672,A9930494,triumph,all weather cover,5,166.99,539.5,35.38535241631236,0
82673,A9930495,triumph,all weather cover,5,173.99,562.2500000000001,35.36984884188746,1
82674,A9930496,triumph,all weather cover -xl,1,173.99,112.45000000000002,35.36984884188746,1
82675,A9930520,triumph,cleaning kit us bagged,2,110.99,143.0,35.57978196233896,1
82676,A9930566,triumph,garage mat,2,153.99,198.90000000000003,35.41788427819988,2
82682,A9930639,triumph,"headset,sena,50s,kit",1,470.99,305.5,35.13662710460944,12
82727,A9950009,triumph,rain cover and pouch,9,28.99,163.79999999999998,37.21973094170403,0
82776,ANDIE,clearwater lights,flashlight,2,157.32,224.74,28.5723366386982,7
82815,B102,clearwater lights,bracket b102,1,61.12,38.2,37.50000000000001,7
82825,B124,clearwater lights,mount kit r1200,4,119.62,305.64,36.122721952850696,7
82835,B198,clearwater lights,mount kit k1600,1,475.65,317.1,33.333333333333336,7
82837,B2,clearwater lights,universal mount kit,2,65.12,80.4,38.26781326781327,7
82841,B22,clearwater lights,mount kit r1200gs,3,179.99,345.75000000000006,35.96866492582921,7
82845,B38,clearwater lights,mount kit f700,1,61.12,38.2,37.50000000000001,7
82848,B40,clearwater lights,r1200gsa glenda darla mount,2,61.12,76.84,37.14005235602095,7
82857,B66M,clearwater lights,mount kit blk,3,116.34,218.13,37.50214887399003,7
82859,B702,clearwater lights,darla relay harness,8,40.0,219.28,31.475,7
82861,B706,clearwater lights,brightness controller,1,108.0,67.5,37.5,7
82863,B707,clearwater lights,brightness controller,1,108.0,67.5,37.5,7
82867,B709,clearwater lights,brightness controller,2,108.0,135.0,37.5,7
82871,B714,clearwater lights,can 4 k1600,3,200.0,382.05,36.325,7
82874,B721,clearwater lights,universal harness krista erica,6,172.8,641.3400000000001,38.14236111111111,7
82876,B722,clearwater lights,r1200gs harness,2,172.8,216.00000000000003,37.49999999999999,7
82883,B8,clearwater lights,mount kit f800,2,61.12,76.39999999999999,37.50000000000001,7
82890,B9,clearwater lights,mount kit r1200gs,1,99.99,63.67,36.32363236323633,7
82949,BILL-JR,clearwater lights,billie jr light,2,188.96,230.0246,39.13404953429297,0
82970,BKR7EIX-11,parts canada/power twins,bkr7eix-11 iridium ix spark pl,7,21.99,99.89,35.1068667576171,29
82972,BLACKPOOL,blackpool - website,parts for project bike,1,872.77,872.77,0.0,7
82990,BM-01,parts canada/power twins,tube 80/100-21 / 90/90-21 m15 bib,-1,302.99,196.92,35.0077560315522,6
82992,BM-0400,moto international,filter air k&n,1,47.373,31.74,32.99981001836489,0
83114,BS819B,bayside performance,"rizoma,bar,end,adapter",2,44.99,74.88000000000001,16.7815070015559,32
83116,BT K1600,bt moto international,bren tuner for k1600,1,1065.42,905.61,14.999718420904433,6
83296,CR9EIA-9,parts canada/power twins,cr9eia-9 ngk laser iridium,2,23.99,31.14,35.097957482284286,7
83509,D25,clearwater lights,darla with 1 inch blk mount,1,756.75,503.1,33.5183349851338,7
85893,DARLA-D66,clearwater lights,darla with blk mount,1,703.28,502.34,28.57183483107724,7
85900,DARLA-SC,clearwater lights,darla cover,1,46.27,32.42,29.933001945104813,1
85911,DBY-10199-00-00,action moto internationalrcycles / barnes,"vrx,mnt/wir,grz,kod,700",1,149.99,132.91000000000005,11.387425828388558,27
85962,DNL.WHS.10100,island bmw,denali,5,21.49,69.85,34.993020009306655,7
86052,DS181228,parts canada/power twins,500x15 s/valve rubber t/tube,2,25.99,33.739999999999995,35.09041939207388,37
86062,DS196272,parts canada/power twins,tool pouch bag,1,42.99,27.92,35.05466387531984,7
86067,DTMTSHIRT,island bmw,dt shirt,1,34.95,26.370000000000005,24.549356223175963,7
86073,DUC01PRS,moto international,tst industries intergrated,1,199.99,160.99,19.50097504875244,0
86300,FA261HH,parts canada/power twins,fa261hh double h series brake,2,76.99,92.42,39.979218080270165,15
86612,FM465-04RACE,bayside performance,"bmc,race,air,filter,675",1,139.99,100.39,28.287734838202727,0
87150,HM601,gravity moto internationalrcycles (tripfella,hm601 dash cam w/screen,2,499.99,711.4200000000001,28.856577131542632,33
87162,HMT.07.10700,island bmw,denali,1,26.99,17.54,35.0129677658392,7
87217,IMC-BBALLCAP,out of the blue,"imc,diamond,bball,cap,blk",4,29.99,85.35999999999999,28.84294764921641,0
87224,IMC-BEANIE2021,columbia promotions,"imc,beanie,2021",179,35.99,4256.62,33.92609058071687,0
87230,IMC-DRYBAG1,island bmw,bmw imc dry bag blue,2,99.99,130.0,34.993499349935,7
87232,IMC-DRYBAG2,island bmw,bmw imc dry bag black,5,99.99,325.0,34.993499349935,1
87240,IMC-FLATSNAP,out of the blue,"imc,prmm,classic,snapback,dh",4,29.99,84.96,29.17639213071024,0
87245,IMC-LS-2022,fundy textile and design ltd,indian + island moto international long,29,34.99,628.3314,38.07773649614175,0
87261,IMC-TEE-1-S,out of the blue,"imc,tee,gry,sm",1,25.99,17.15,34.01308195459792,36
87267,IMC-TEE-2-L,out of the blue,"imc,tee,white,lg",5,25.99,85.75,34.01308195459792,0
87269,IMC-TEE-2-M,out of the blue,"imc,tee,white,md",2,25.99,34.3,34.01308195459792,0
87271,IMC-TEE-2-S,out of the blue,"imc,tee,white,sm",3,25.99,51.45,34.01308195459792,41
87278,IMC-TEE-3-L,out of the blue,"imc,long/sleeve,gry,lg",3,30.99,64.94999999999999,30.13875443691513,30
87280,IMC-TEE-3-M,out of the blue,"imc,long/sleeve,gry,md",1,30.99,21.65,30.13875443691513,1
87284,IMC-TEE-3-XL,out of the blue,"imc,long/sleeve,gry,xl",4,30.99,86.6,30.13875443691513,32
87286,IMC-TEE-4-2XL,out of the blue,"imc,long/sleeve,white,2xl",1,30.99,24.65,20.458212326556957,36
87288,IMC-TEE-4-L,out of the blue,"imc,long/sleeve,white,lg",14,30.99,303.1,30.13875443691513,0
87290,IMC-TEE-4-M,out of the blue,"imc,long/sleeve,white,md",1,30.99,21.65,30.13875443691513,2
87292,IMC-TEE-4-S,out of the blue,"imc,long/sleeve,white,sm",2,30.99,43.3,30.13875443691513,35
87294,IMC-TEE-4-XL,out of the blue,"imc,long/sleeve,white,xl",15,30.99,324.75,30.13875443691513,2
87442,KAB00267/A,royal enfield,fr caliper p81 -anodized (no p,4,329.99,940.48,28.74935604109216,10
87443,KAB00268/A,royal enfield,rear caliper p81 -anodized (no,5,335.99,1197.55,28.715140331557485,10
87525,KXA00007,royal enfield,black trapezium engine guard,1,157.99,98.18,37.85682638141655,8
87527,KXA00030,royal enfield,silver deluxe footpegs,1,128.99,80.33000000000001,37.72385456236917,8
87528,KXA00031,royal enfield,black deluxe footpegs,1,128.99,80.33000000000001,37.72385456236917,8
87529,KXA00042,royal enfield,black commuter pannier rail,1,76.99,47.6,38.17378880374075,8
87532,KXA00065,royal enfield,black low ride rider seat,1,142.99,89.25,37.58304776557801,8
87533,KXA00067,royal enfield,black touring passenger seat,1,109.99,68.42999999999999,37.785253204836806,8
87535,KXA00073,royal enfield,black touring rider seat,1,142.99,89.25,37.58304776557801,8
87536,KXA00076,royal enfield,black commuter pannier,1,109.99,68.42999999999999,37.785253204836806,8
87538,KXA00082,royal enfield,black commuter waterproof,1,47.99,29.750000000000004,38.00791831631589,8
87541,KXA00125,royal enfield,bar end mirror mounts,1,23.99,14.88,37.97415589829096,8
